,id,bdate,bmonth,dandm
6750,326407,26,9,"26,9"
6751,326414,5,2,"5,2"
6752,326437,3,8,"3,8"
6753,326460,18,6,"18,6"
6754,326464,3,3,"3,3"
6755,326477,5,6,"5,6"
6756,326487,14,9,"14,9"
6757,326491,14,8,"14,8"
6758,326492,5,1,"5,1"
6759,326561,9,11,"9,11"
6760,326612,24,5,"24,5"
6761,326615,6,2,"6,2"
6762,326695,13,6,"13,6"
6763,326870,2,6,"2,6"
6764,326921,3,5,"3,5"
6765,327002,3,2,"3,2"
6766,327005,9,3,"9,3"
6767,327021,22,4,"22,4"
6768,327070,26,1,"26,1"
6769,327101,28,2,"28,2"
6770,327135,28,4,"28,4"
6771,327142,24,7,"24,7"
6772,327163,19,4,"19,4"
6773,327182,5,12,"5,12"
6774,327227,27,7,"27,7"
6775,327238,12,1,"12,1"
6776,327306,15,5,"15,5"
6777,327486,24,2,"24,2"
6778,327511,8,11,"8,11"
6779,327519,19,3,"19,3"
6780,327541,17,4,"17,4"
6781,327617,11,10,"11,10"
6782,327636,10,5,"10,5"
6783,327729,2,6,"2,6"
6784,327747,21,10,"21,10"
6785,327760,14,7,"14,7"
6786,327822,23,10,"23,10"
6787,327890,21,11,"21,11"
6788,327942,2,8,"2,8"
6789,327964,26,2,"26,2"
6790,327985,17,5,"17,5"
6791,328013,1,8,"1,8"
6792,328017,23,9,"23,9"
6793,328157,17,4,"17,4"
6794,328325,6,1,"6,1"
6795,328387,1,9,"1,9"
6796,328420,17,8,"17,8"
6797,328443,6,10,"6,10"
6798,328492,29,12,"29,12"
6799,328505,13,3,"13,3"
6800,328515,2,12,"2,12"
6801,328593,1,7,"1,7"
6802,328779,3,3,"3,3"
6803,328791,12,9,"12,9"
6804,328826,5,10,"5,10"
6805,328873,2,10,"2,10"
6806,328964,20,9,"20,9"
6807,329014,3,5,"3,5"
6808,329015,9,7,"9,7"
6809,329021,28,2,"28,2"
6810,329037,3,6,"3,6"
6811,329060,16,5,"16,5"
6812,329199,6,5,"6,5"
6813,329311,3,5,"3,5"
6814,329483,22,2,"22,2"
6815,329501,8,6,"8,6"
6816,329528,21,6,"21,6"
6817,329540,10,3,"10,3"
6818,329547,27,1,"27,1"
6819,329639,18,7,"18,7"
6820,329653,7,8,"7,8"
6821,329839,10,8,"10,8"
6822,329853,14,5,"14,5"
6823,329877,14,10,"14,10"
6824,329893,26,6,"26,6"
6825,330009,21,12,"21,12"
6826,330032,25,10,"25,10"
6827,330051,9,3,"9,3"
6828,330058,25,1,"25,1"
6829,330091,13,5,"13,5"
6830,330099,20,3,"20,3"
6831,330111,15,11,"15,11"
6832,330193,21,10,"21,10"
6833,330310,13,1,"13,1"
6834,330407,13,2,"13,2"
6835,330410,29,12,"29,12"
6836,330499,22,9,"22,9"
6837,330503,30,6,"30,6"
6838,330559,15,1,"15,1"
6839,330575,16,5,"16,5"
6840,330721,4,7,"4,7"
6841,330735,1,10,"1,10"
6842,330744,20,1,"20,1"
6843,330806,20,6,"20,6"
6844,330820,25,2,"25,2"
6845,330831,2,2,"2,2"
6846,330833,9,7,"9,7"
6847,330853,4,7,"4,7"
6848,330867,20,2,"20,2"
6849,330892,30,5,"30,5"
6850,330957,13,2,"13,2"
6851,331051,17,4,"17,4"
6852,331102,15,11,"15,11"
6853,331112,9,9,"9,9"
6854,331130,13,5,"13,5"
6855,331262,4,3,"4,3"
6856,331318,27,8,"27,8"
6857,331365,9,10,"9,10"
6858,331406,21,10,"21,10"
6859,331427,8,8,"8,8"
6860,331472,19,3,"19,3"
6861,331579,4,5,"4,5"
6862,331582,7,7,"7,7"
6863,331588,26,11,"26,11"
6864,331677,7,1,"7,1"
6865,331680,22,10,"22,10"
6866,331797,1,4,"1,4"
6867,331849,21,10,"21,10"
6868,332068,3,1,"3,1"
6869,332133,14,9,"14,9"
6870,332160,7,7,"7,7"
6871,332182,12,3,"12,3"
6872,332232,8,6,"8,6"
6873,332370,19,6,"19,6"
6874,332386,17,5,"17,5"
6875,332410,18,5,"18,5"
6876,332521,30,4,"30,4"
6877,332601,7,5,"7,5"
6878,332616,22,7,"22,7"
6879,332643,9,6,"9,6"
6880,332836,16,3,"16,3"
6881,332973,1,1,"1,1"
6882,333091,28,6,"28,6"
6883,333158,12,1,"12,1"
6884,333163,8,4,"8,4"
6885,333436,6,7,"6,7"
6886,333464,27,4,"27,4"
6887,333526,23,12,"23,12"
6888,333596,24,3,"24,3"
6889,333616,20,6,"20,6"
6890,333739,11,10,"11,10"
6891,333843,20,10,"20,10"
6892,333859,13,4,"13,4"
6893,333875,12,4,"12,4"
6894,333961,5,10,"5,10"
6895,334072,7,8,"7,8"
6896,334141,21,2,"21,2"
6897,334177,29,6,"29,6"
6898,334244,3,1,"3,1"
6899,334325,14,9,"14,9"
6900,334381,22,2,"22,2"
6901,334395,15,8,"15,8"
6902,334432,14,3,"14,3"
6903,334437,5,12,"5,12"
6904,334492,27,5,"27,5"
6905,334757,5,4,"5,4"
6906,334808,13,6,"13,6"
6907,334822,16,7,"16,7"
6908,334843,14,1,"14,1"
6909,334923,29,6,"29,6"
6910,334973,9,9,"9,9"
6911,335032,14,6,"14,6"
6912,335056,12,1,"12,1"
6913,335263,28,8,"28,8"
6914,335304,7,7,"7,7"
6915,335308,22,2,"22,2"
6916,335389,18,10,"18,10"
6917,335440,21,1,"21,1"
6918,335503,12,7,"12,7"
6919,335556,3,8,"3,8"
6920,335600,20,6,"20,6"
6921,335637,31,1,"31,1"
6922,335669,18,5,"18,5"
6923,335687,9,5,"9,5"
6924,335688,13,8,"13,8"
6925,335784,26,3,"26,3"
6926,335815,24,9,"24,9"
6927,335880,11,3,"11,3"
6928,335884,30,4,"30,4"
6929,335917,8,9,"8,9"
6930,335938,30,9,"30,9"
6931,335980,3,10,"3,10"
6932,336006,29,4,"29,4"
6933,336016,7,9,"7,9"
6934,336024,6,5,"6,5"
6935,336091,23,12,"23,12"
6936,336097,8,10,"8,10"
6937,336180,28,2,"28,2"
6938,336186,26,3,"26,3"
6939,336191,13,12,"13,12"
6940,336192,5,3,"5,3"
6941,336272,22,4,"22,4"
6942,336284,7,11,"7,11"
6943,336328,21,9,"21,9"
6944,336354,26,7,"26,7"
6945,336369,19,5,"19,5"
6946,336399,29,9,"29,9"
6947,336423,15,2,"15,2"
6948,336475,6,10,"6,10"
6949,336496,2,11,"2,11"
6950,336510,20,7,"20,7"
6951,336517,25,7,"25,7"
6952,336548,12,2,"12,2"
6953,336578,16,3,"16,3"
6954,336584,27,12,"27,12"
6955,336715,11,12,"11,12"
6956,336786,22,2,"22,2"
6957,336900,21,7,"21,7"
6958,336926,27,7,"27,7"
6959,336988,25,4,"25,4"
6960,337022,14,3,"14,3"
6961,337084,14,7,"14,7"
6962,337203,8,6,"8,6"
6963,337239,21,8,"21,8"
6964,337248,14,4,"14,4"
6965,337264,13,4,"13,4"
6966,337291,27,11,"27,11"
6967,337311,21,7,"21,7"
6968,337317,20,4,"20,4"
6969,337327,16,3,"16,3"
6970,337339,26,11,"26,11"
6971,337459,31,12,"31,12"
6972,337492,20,7,"20,7"
6973,337562,10,3,"10,3"
6974,337590,31,10,"31,10"
6975,337621,30,3,"30,3"
6976,337667,3,3,"3,3"
6977,337717,12,9,"12,9"
6978,337767,8,9,"8,9"
6979,337836,2,6,"2,6"
6980,337947,5,2,"5,2"
6981,338003,14,6,"14,6"
6982,338072,20,1,"20,1"
6983,338419,1,7,"1,7"
6984,338513,3,4,"3,4"
6985,338550,19,8,"19,8"
6986,338558,8,9,"8,9"
6987,338605,1,2,"1,2"
6988,338899,24,8,"24,8"
6989,338915,25,3,"25,3"
6990,338950,4,5,"4,5"
6991,339021,7,7,"7,7"
6992,339062,18,6,"18,6"
6993,339149,23,3,"23,3"
6994,339164,15,6,"15,6"
6995,339195,31,7,"31,7"
6996,339264,1,7,"1,7"
6997,339287,16,6,"16,6"
6998,339291,2,3,"2,3"
6999,339325,1,6,"1,6"
7000,339345,23,5,"23,5"
7001,339354,13,8,"13,8"
7002,339472,19,10,"19,10"
7003,339541,15,4,"15,4"
7004,339593,11,10,"11,10"
7005,339617,23,12,"23,12"
7006,339646,14,1,"14,1"
7007,339647,6,10,"6,10"
7008,339663,26,3,"26,3"
7009,339679,27,5,"27,5"
7010,339710,10,2,"10,2"
7011,339713,23,9,"23,9"
7012,339737,23,1,"23,1"
7013,339739,16,12,"16,12"
7014,339763,12,1,"12,1"
7015,339765,27,3,"27,3"
7016,339826,11,2,"11,2"
7017,339869,11,6,"11,6"
7018,339878,15,3,"15,3"
7019,339894,12,5,"12,5"
7020,339930,22,9,"22,9"
7021,339946,13,8,"13,8"
7022,339982,31,10,"31,10"
7023,339987,21,8,"21,8"
7024,340005,31,5,"31,5"
7025,340129,13,10,"13,10"
7026,340145,15,4,"15,4"
7027,340148,12,4,"12,4"
7028,340214,30,3,"30,3"
7029,340277,3,10,"3,10"
7030,340415,3,9,"3,9"
7031,340463,8,10,"8,10"
7032,340510,12,12,"12,12"
7033,340532,4,5,"4,5"
7034,340679,11,4,"11,4"
7035,340701,29,7,"29,7"
7036,340709,27,5,"27,5"
7037,340731,16,5,"16,5"
7038,340764,2,4,"2,4"
7039,340836,13,11,"13,11"
7040,340894,9,12,"9,12"
7041,340958,15,7,"15,7"
7042,341035,22,9,"22,9"
7043,341128,8,7,"8,7"
7044,341144,16,10,"16,10"
7045,341174,12,5,"12,5"
7046,341194,19,7,"19,7"
7047,341218,2,6,"2,6"
7048,341263,6,11,"6,11"
7049,341287,25,8,"25,8"
7050,341295,28,11,"28,11"
7051,341312,22,6,"22,6"
7052,341349,15,7,"15,7"
7053,341379,18,7,"18,7"
7054,341391,21,6,"21,6"
7055,341457,28,10,"28,10"
7056,341477,14,5,"14,5"
7057,341487,3,5,"3,5"
7058,341489,19,10,"19,10"
7059,341493,28,8,"28,8"
7060,341502,17,1,"17,1"
7061,341531,15,2,"15,2"
7062,341561,13,8,"13,8"
7063,341640,27,12,"27,12"
7064,341673,15,11,"15,11"
7065,341687,12,4,"12,4"
7066,341764,19,9,"19,9"
7067,341779,18,8,"18,8"
7068,341780,16,5,"16,5"
7069,341799,20,12,"20,12"
7070,341919,26,10,"26,10"
7071,341930,23,3,"23,3"
7072,342002,11,10,"11,10"
7073,342015,5,2,"5,2"
7074,342108,1,4,"1,4"
7075,342114,6,8,"6,8"
7076,342152,16,7,"16,7"
7077,342153,25,7,"25,7"
7078,342182,27,11,"27,11"
7079,342183,8,8,"8,8"
7080,342242,15,9,"15,9"
7081,342329,29,1,"29,1"
7082,342365,5,8,"5,8"
7083,342384,8,7,"8,7"
7084,342418,4,6,"4,6"
7085,342506,25,8,"25,8"
7086,342524,31,3,"31,3"
7087,342684,30,12,"30,12"
7088,342778,1,6,"1,6"
7089,342789,11,4,"11,4"
7090,342795,20,6,"20,6"
7091,342835,28,12,"28,12"
7092,342882,4,9,"4,9"
7093,342905,20,7,"20,7"
7094,342970,18,4,"18,4"
7095,342994,15,2,"15,2"
7096,343084,28,2,"28,2"
7097,343206,25,3,"25,3"
7098,343331,16,12,"16,12"
7099,343348,31,5,"31,5"
7100,343456,1,11,"1,11"
7101,343530,3,8,"3,8"
7102,343662,6,6,"6,6"
7103,343690,26,6,"26,6"
7104,343728,22,11,"22,11"
7105,343735,22,3,"22,3"
7106,343769,19,1,"19,1"
7107,343837,20,12,"20,12"
7108,343839,1,10,"1,10"
7109,343925,12,5,"12,5"
7110,343942,15,4,"15,4"
7111,344076,27,8,"27,8"
7112,344095,21,11,"21,11"
7113,344346,26,4,"26,4"
7114,344393,28,4,"28,4"
7115,344434,15,11,"15,11"
7116,344482,20,6,"20,6"
7117,344604,9,1,"9,1"
7118,344680,16,3,"16,3"
7119,344700,3,7,"3,7"
7120,344721,30,4,"30,4"
7121,344753,9,2,"9,2"
7122,344775,20,8,"20,8"
7123,344777,28,10,"28,10"
7124,344959,15,9,"15,9"
7125,345008,1,5,"1,5"
7126,345029,27,2,"27,2"
7127,345230,5,5,"5,5"
7128,345301,6,8,"6,8"
7129,345360,10,1,"10,1"
7130,345436,4,10,"4,10"
7131,345439,13,4,"13,4"
7132,345515,20,11,"20,11"
7133,345710,11,12,"11,12"
7134,345881,26,7,"26,7"
7135,345887,8,12,"8,12"
7136,345910,20,9,"20,9"
7137,345925,13,1,"13,1"
7138,345998,20,2,"20,2"
7139,346010,12,7,"12,7"
7140,346032,18,5,"18,5"
7141,346083,1,4,"1,4"
7142,346099,22,11,"22,11"
7143,346153,27,11,"27,11"
7144,346227,10,6,"10,6"
7145,346274,10,6,"10,6"
7146,346289,11,6,"11,6"
7147,346320,16,2,"16,2"
7148,346373,7,1,"7,1"
7149,346376,5,8,"5,8"
7150,346387,28,2,"28,2"
7151,346453,4,11,"4,11"
7152,346551,19,8,"19,8"
7153,346577,22,9,"22,9"
7154,346631,2,4,"2,4"
7155,346636,7,7,"7,7"
7156,346755,17,6,"17,6"
7157,346901,4,2,"4,2"
7158,346965,31,3,"31,3"
7159,346970,17,6,"17,6"
7160,346972,12,12,"12,12"
7161,347095,2,10,"2,10"
7162,347190,7,4,"7,4"
7163,347234,16,9,"16,9"
7164,347256,10,8,"10,8"
7165,347286,26,1,"26,1"
7166,347302,23,6,"23,6"
7167,347312,25,12,"25,12"
7168,347326,3,3,"3,3"
7169,347328,8,4,"8,4"
7170,347345,7,2,"7,2"
7171,347411,30,7,"30,7"
7172,347428,19,7,"19,7"
7173,347432,6,5,"6,5"
7174,347481,18,3,"18,3"
7175,347514,3,3,"3,3"
7176,347547,22,9,"22,9"
7177,347572,4,6,"4,6"
7178,347635,5,1,"5,1"
7179,347687,14,11,"14,11"
7180,347709,13,2,"13,2"
7181,347753,7,12,"7,12"
7182,347765,1,6,"1,6"
7183,347784,18,12,"18,12"
7184,347800,6,3,"6,3"
7185,347897,15,4,"15,4"
7186,347970,25,6,"25,6"
7187,348056,17,3,"17,3"
7188,348078,1,8,"1,8"
7189,348107,10,12,"10,12"
7190,348165,6,10,"6,10"
7191,348198,16,6,"16,6"
7192,348324,13,9,"13,9"
7193,348375,1,4,"1,4"
7194,348399,11,8,"11,8"
7195,348418,11,12,"11,12"
7196,348425,26,9,"26,9"
7197,348439,22,6,"22,6"
7198,348455,19,8,"19,8"
7199,348574,15,2,"15,2"
7200,348666,14,1,"14,1"
7201,348724,8,11,"8,11"
7202,348758,28,10,"28,10"
7203,348802,22,7,"22,7"
7204,348831,11,5,"11,5"
7205,348923,9,1,"9,1"
7206,348947,4,8,"4,8"
7207,349040,28,2,"28,2"
7208,349172,25,8,"25,8"
7209,349177,23,6,"23,6"
7210,349252,30,4,"30,4"
7211,349263,7,12,"7,12"
7212,349388,10,6,"10,6"
7213,349396,29,8,"29,8"
7214,349423,3,7,"3,7"
7215,349570,28,11,"28,11"
7216,349684,17,11,"17,11"
7217,349933,3,12,"3,12"
7218,349978,13,8,"13,8"
7219,349992,22,7,"22,7"
7220,350023,12,5,"12,5"
7221,350031,10,10,"10,10"
7222,350097,21,4,"21,4"
7223,350107,24,9,"24,9"
7224,350125,4,4,"4,4"
7225,350161,11,1,"11,1"
7226,350259,7,6,"7,6"
7227,350319,13,12,"13,12"
7228,350498,4,6,"4,6"
7229,350545,16,1,"16,1"
7230,350554,27,2,"27,2"
7231,350634,19,5,"19,5"
7232,350707,26,1,"26,1"
7233,350785,1,4,"1,4"
7234,350793,6,8,"6,8"
7235,350799,25,6,"25,6"
7236,350878,28,4,"28,4"
7237,350939,22,7,"22,7"
7238,350962,22,5,"22,5"
7239,351175,19,9,"19,9"
7240,351287,25,3,"25,3"
7241,351371,24,2,"24,2"
7242,351435,10,8,"10,8"
7243,351492,15,10,"15,10"
7244,351510,9,10,"9,10"
7245,351513,23,8,"23,8"
7246,351530,15,2,"15,2"
7247,351531,22,3,"22,3"
7248,351548,2,2,"2,2"
7249,351553,17,11,"17,11"
7250,351558,8,2,"8,2"
7251,351607,11,1,"11,1"
7252,351655,26,10,"26,10"
7253,351847,6,2,"6,2"
7254,351883,16,1,"16,1"
7255,351933,17,6,"17,6"
7256,351958,29,4,"29,4"
7257,351975,12,11,"12,11"
7258,352122,12,8,"12,8"
7259,352162,7,12,"7,12"
7260,352182,12,8,"12,8"
7261,352189,19,11,"19,11"
7262,352196,16,10,"16,10"
7263,352203,5,11,"5,11"
7264,352229,18,7,"18,7"
7265,352287,8,9,"8,9"
7266,352306,22,9,"22,9"
7267,352407,19,6,"19,6"
7268,352421,4,5,"4,5"
7269,352454,21,10,"21,10"
7270,352481,23,12,"23,12"
7271,352536,24,3,"24,3"
7272,352599,27,11,"27,11"
7273,352617,24,3,"24,3"
7274,352623,12,9,"12,9"
7275,352649,13,9,"13,9"
7276,352711,25,5,"25,5"
7277,352714,2,7,"2,7"
7278,352727,15,6,"15,6"
7279,352759,25,9,"25,9"
7280,352762,19,2,"19,2"
7281,352829,22,4,"22,4"
7282,352835,2,2,"2,2"
7283,352879,14,7,"14,7"
7284,353110,26,2,"26,2"
7285,353157,5,10,"5,10"
7286,353188,14,9,"14,9"
7287,353213,21,10,"21,10"
7288,353214,28,3,"28,3"
7289,353296,30,1,"30,1"
7290,353301,5,5,"5,5"
7291,353554,3,9,"3,9"
7292,353582,24,10,"24,10"
7293,353646,10,10,"10,10"
7294,353770,20,10,"20,10"
7295,353814,18,12,"18,12"
7296,353858,4,12,"4,12"
7297,353952,3,8,"3,8"
7298,353972,14,4,"14,4"
7299,354001,16,3,"16,3"
7300,354032,16,7,"16,7"
7301,354131,28,9,"28,9"
7302,354242,12,9,"12,9"
7303,354254,12,1,"12,1"
7304,354366,27,7,"27,7"
7305,354426,22,10,"22,10"
7306,354448,24,2,"24,2"
7307,354457,19,6,"19,6"
7308,354458,31,1,"31,1"
7309,354492,22,10,"22,10"
7310,354495,17,11,"17,11"
7311,354718,15,3,"15,3"
7312,354721,6,12,"6,12"
7313,354746,11,4,"11,4"
7314,354779,8,2,"8,2"
7315,354787,8,5,"8,5"
7316,354816,22,7,"22,7"
7317,354822,11,12,"11,12"
7318,355014,5,9,"5,9"
7319,355025,2,3,"2,3"
7320,355061,4,4,"4,4"
7321,355083,20,10,"20,10"
7322,355107,16,12,"16,12"
7323,355214,5,6,"5,6"
7324,355381,14,7,"14,7"
7325,355397,27,1,"27,1"
7326,355444,25,11,"25,11"
7327,355471,19,11,"19,11"
7328,355500,19,4,"19,4"
7329,355575,16,10,"16,10"
7330,355586,13,4,"13,4"
7331,355664,23,2,"23,2"
7332,355672,10,10,"10,10"
7333,355688,29,10,"29,10"
7334,355693,6,2,"6,2"
7335,355702,4,10,"4,10"
7336,355706,7,5,"7,5"
7337,355726,20,3,"20,3"
7338,355747,2,12,"2,12"
7339,355818,8,10,"8,10"
7340,355994,21,8,"21,8"
7341,356013,21,6,"21,6"
7342,356159,17,9,"17,9"
7343,356167,5,4,"5,4"
7344,356327,14,5,"14,5"
7345,356406,29,3,"29,3"
7346,356457,20,6,"20,6"
7347,356460,4,11,"4,11"
7348,356497,11,5,"11,5"
7349,356527,25,6,"25,6"
7350,356587,3,4,"3,4"
7351,356702,26,3,"26,3"
7352,356708,21,3,"21,3"
7353,356811,13,5,"13,5"
7354,356932,24,8,"24,8"
7355,357215,28,3,"28,3"
7356,357218,15,3,"15,3"
7357,357237,17,10,"17,10"
7358,357284,7,8,"7,8"
7359,357293,20,2,"20,2"
7360,357335,20,7,"20,7"
7361,357390,26,9,"26,9"
7362,357467,10,10,"10,10"
7363,357566,13,6,"13,6"
7364,357614,30,1,"30,1"
7365,357625,28,9,"28,9"
7366,357670,12,2,"12,2"
7367,357808,10,11,"10,11"
7368,357905,12,11,"12,11"
7369,357954,27,7,"27,7"
7370,358100,13,1,"13,1"
7371,358113,4,3,"4,3"
7372,358167,6,9,"6,9"
7373,358193,11,7,"11,7"
7374,358249,17,2,"17,2"
7375,358341,24,11,"24,11"
7376,358423,12,9,"12,9"
7377,358456,12,11,"12,11"
7378,358459,29,9,"29,9"
7379,358601,21,2,"21,2"
7380,358639,2,1,"2,1"
7381,358649,12,6,"12,6"
7382,358693,11,6,"11,6"
7383,358731,10,11,"10,11"
7384,358797,4,4,"4,4"
7385,358835,9,5,"9,5"
7386,358839,1,12,"1,12"
7387,358840,27,4,"27,4"
7388,358954,1,8,"1,8"
7389,358983,2,4,"2,4"
7390,359036,11,6,"11,6"
7391,359108,20,4,"20,4"
7392,359136,7,10,"7,10"
7393,359249,1,7,"1,7"
7394,359256,10,9,"10,9"
7395,359260,15,1,"15,1"
7396,359333,24,2,"24,2"
7397,359393,1,11,"1,11"
7398,359451,29,7,"29,7"
7399,359452,19,7,"19,7"
7400,359472,9,9,"9,9"
7401,359518,24,5,"24,5"
7402,359541,7,2,"7,2"
7403,359543,17,9,"17,9"
7404,359545,14,3,"14,3"
7405,359572,25,1,"25,1"
7406,359587,3,8,"3,8"
7407,359600,21,5,"21,5"
7408,359615,18,5,"18,5"
7409,359726,30,9,"30,9"
7410,359753,30,10,"30,10"
7411,359775,26,3,"26,3"
7412,359791,20,6,"20,6"
7413,359841,6,5,"6,5"
7414,359906,26,8,"26,8"
7415,359934,28,7,"28,7"
7416,359951,29,11,"29,11"
7417,359971,14,10,"14,10"
7418,359998,15,11,"15,11"
7419,360121,18,9,"18,9"
7420,360134,1,10,"1,10"
7421,360187,15,2,"15,2"
7422,360207,10,9,"10,9"
7423,360253,16,11,"16,11"
7424,360310,1,9,"1,9"
7425,360399,18,6,"18,6"
7426,360435,14,5,"14,5"
7427,360623,9,3,"9,3"
7428,360714,6,8,"6,8"
7429,360737,13,8,"13,8"
7430,360867,17,6,"17,6"
7431,360886,23,8,"23,8"
7432,360905,5,6,"5,6"
7433,360922,30,12,"30,12"
7434,361020,11,10,"11,10"
7435,361048,27,9,"27,9"
7436,361052,21,7,"21,7"
7437,361083,16,2,"16,2"
7438,361132,9,12,"9,12"
7439,361261,27,11,"27,11"
7440,361410,20,6,"20,6"
7441,361425,13,7,"13,7"
7442,361506,7,10,"7,10"
7443,361518,10,11,"10,11"
7444,361528,20,7,"20,7"
7445,361586,20,3,"20,3"
7446,361640,19,3,"19,3"
7447,361698,1,3,"1,3"
7448,361759,19,7,"19,7"
7449,361792,24,1,"24,1"
7450,361808,1,11,"1,11"
7451,361819,10,10,"10,10"
7452,361824,6,6,"6,6"
7453,361838,1,11,"1,11"
7454,361956,23,11,"23,11"
7455,361977,6,12,"6,12"
7456,362022,11,2,"11,2"
7457,362109,29,5,"29,5"
7458,362270,22,8,"22,8"
7459,362303,1,9,"1,9"
7460,362315,25,8,"25,8"
7461,362338,20,12,"20,12"
7462,362354,11,8,"11,8"
7463,362463,12,10,"12,10"
7464,362480,31,3,"31,3"
7465,362502,3,10,"3,10"
7466,362505,19,12,"19,12"
7467,362556,28,5,"28,5"
7468,362601,24,7,"24,7"
7469,362646,8,10,"8,10"
7470,362712,4,7,"4,7"
7471,362739,14,6,"14,6"
7472,362947,9,5,"9,5"
7473,362988,15,6,"15,6"
7474,363044,23,4,"23,4"
7475,363088,3,7,"3,7"
7476,363091,30,5,"30,5"
7477,363185,20,4,"20,4"
7478,363251,20,2,"20,2"
7479,363255,10,9,"10,9"
7480,363257,31,5,"31,5"
7481,363317,31,12,"31,12"
7482,363365,11,2,"11,2"
7483,363405,1,7,"1,7"
7484,363666,16,12,"16,12"
7485,363889,1,10,"1,10"
7486,363976,28,6,"28,6"
7487,363989,31,7,"31,7"
7488,364002,26,7,"26,7"
7489,364023,14,2,"14,2"
7490,364030,22,7,"22,7"
7491,364068,14,3,"14,3"
7492,364081,17,8,"17,8"
7493,364133,20,5,"20,5"
7494,364194,29,1,"29,1"
7495,364198,26,4,"26,4"
7496,364230,8,5,"8,5"
7497,364239,8,2,"8,2"
7498,364263,29,12,"29,12"
7499,364279,28,12,"28,12"
7500,364354,14,12,"14,12"
7501,364361,31,8,"31,8"
7502,364377,5,11,"5,11"
7503,364626,16,9,"16,9"
7504,364641,8,4,"8,4"
7505,364657,7,7,"7,7"
7506,364714,18,6,"18,6"
7507,364861,1,3,"1,3"
7508,364902,4,1,"4,1"
7509,365086,31,1,"31,1"
7510,365118,22,11,"22,11"
7511,365144,20,1,"20,1"
7512,365182,28,9,"28,9"
7513,365225,12,7,"12,7"
7514,365236,25,7,"25,7"
7515,365252,6,10,"6,10"
7516,365307,11,11,"11,11"
7517,365341,13,1,"13,1"
7518,365373,11,6,"11,6"
7519,365448,4,7,"4,7"
7520,365597,18,4,"18,4"
7521,365686,4,11,"4,11"
7522,365728,2,8,"2,8"
7523,365735,9,5,"9,5"
7524,365768,8,1,"8,1"
7525,365823,8,4,"8,4"
7526,365831,3,2,"3,2"
7527,366043,14,12,"14,12"
7528,366116,30,4,"30,4"
7529,366169,13,5,"13,5"
7530,366322,31,8,"31,8"
7531,366374,12,8,"12,8"
7532,366490,3,1,"3,1"
7533,366536,11,6,"11,6"
7534,366638,17,11,"17,11"
7535,366671,30,1,"30,1"
7536,366673,2,9,"2,9"
7537,366736,13,7,"13,7"
7538,366754,5,2,"5,2"
7539,366793,27,2,"27,2"
7540,366802,22,12,"22,12"
7541,366809,31,8,"31,8"
7542,366843,14,10,"14,10"
7543,366893,27,7,"27,7"
7544,366931,29,7,"29,7"
7545,367007,12,2,"12,2"
7546,367087,27,2,"27,2"
7547,367110,7,7,"7,7"
7548,367244,27,10,"27,10"
7549,367248,19,5,"19,5"
7550,367298,3,8,"3,8"
7551,367454,20,10,"20,10"
7552,367462,1,4,"1,4"
7553,367482,16,3,"16,3"
7554,367517,14,12,"14,12"
7555,367641,4,12,"4,12"
7556,367686,7,12,"7,12"
7557,367714,19,2,"19,2"
7558,367724,19,7,"19,7"
7559,367830,11,8,"11,8"
7560,367931,24,5,"24,5"
7561,367996,9,8,"9,8"
7562,368126,6,12,"6,12"
7563,368154,16,9,"16,9"
7564,368208,18,3,"18,3"
7565,368249,19,5,"19,5"
7566,368324,12,5,"12,5"
7567,368335,18,5,"18,5"
7568,368339,19,7,"19,7"
7569,368404,13,2,"13,2"
7570,368410,6,8,"6,8"
7571,368427,6,2,"6,2"
7572,368485,14,11,"14,11"
7573,368506,9,9,"9,9"
7574,368547,5,4,"5,4"
7575,368613,29,3,"29,3"
7576,368629,19,8,"19,8"
7577,368638,3,7,"3,7"
7578,368691,2,4,"2,4"
7579,368782,19,12,"19,12"
7580,368793,2,10,"2,10"
7581,368895,11,12,"11,12"
7582,368907,20,6,"20,6"
7583,369001,3,8,"3,8"
7584,369044,14,10,"14,10"
7585,369051,6,5,"6,5"
7586,369098,30,7,"30,7"
7587,369106,1,5,"1,5"
7588,369119,1,10,"1,10"
7589,369180,29,5,"29,5"
7590,369227,27,2,"27,2"
7591,369255,21,6,"21,6"
7592,369367,26,5,"26,5"
7593,369505,6,11,"6,11"
7594,369605,13,7,"13,7"
7595,369739,27,7,"27,7"
7596,369744,21,1,"21,1"
7597,369789,29,3,"29,3"
7598,369962,19,10,"19,10"
7599,370136,7,5,"7,5"
7600,370313,13,10,"13,10"
7601,370416,11,12,"11,12"
7602,370470,15,3,"15,3"
7603,370491,26,2,"26,2"
7604,370617,16,6,"16,6"
7605,370621,2,12,"2,12"
7606,370645,2,4,"2,4"
7607,370730,27,2,"27,2"
7608,370833,28,9,"28,9"
7609,370857,21,12,"21,12"
7610,370863,1,10,"1,10"
7611,370900,10,11,"10,11"
7612,370911,15,6,"15,6"
7613,370915,22,6,"22,6"
7614,371052,9,3,"9,3"
7615,371135,10,7,"10,7"
7616,371161,29,12,"29,12"
7617,371294,29,11,"29,11"
7618,371327,22,3,"22,3"
7619,371397,26,6,"26,6"
7620,371398,18,9,"18,9"
7621,371454,23,4,"23,4"
7622,371464,28,8,"28,8"
7623,371470,21,12,"21,12"
